geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AMEX60DD047486	42.78576237	-1.192602667	0.863911919	-1.380467893	0.167442629	0.999973456
AMEX60DD047487	537.5374114	-0.557065288	0.39472077	-1.411289526	0.158159262	0.999973456
AMEX60DD047489	5105.25141	0.0333859	0.2833073	0.117843414	0.906191729	0.999973456
AMEX60DD047492	19.33645241	-0.932753267	1.684854578	-0.553610548	0.579845406	0.999973456
AMEX60DD047504	1138.886138	0.048755094	0.29991538	0.162562832	0.870862653	0.999973456
AMEX60DD047505	175.4930573	0.143144611	0.369547955	0.387350571	0.698496692	0.999973456
AMEX60DD047506	231.4763476	-0.114312439	0.334156241	-0.342092784	0.732281068	0.999973456
AMEX60DD047519	7.900481163	-1.610151437	1.511602248	-1.065195185	0.286787612	NA
AMEX60DD047520	281.4864028	-2.155565747	0.383375586	-5.622595254	1.88109781773568e-08	5.38452780218195e-06
AMEX60DD047530	88.60783426	0.451591194	0.585270474	0.771594012	0.440354922	0.999973456
AMEX60DD047531	2998.166744	0.212459985	0.451009933	0.471076066	0.637586416	0.999973456
AMEX60DD047534	252.3210064	3.011817873	1.02944384	2.925674773	0.003437101	0.114037835
AMEX60DD047535	524.8035498	-0.086413993	0.38119445	-0.226692685	0.820662716	0.999973456
AMEX60DD047538	701.6732162	0.182598946	0.36115217	0.505601133	0.613136686	0.999973456
AMEX60DD047541	1107.518151	0.399832493	0.269621108	1.482942102	0.138089794	0.999973456
AMEX60DD047542	5517.775788	0.018262939	0.3124887	0.058443518	0.953395352	0.999973456
AMEX60DD047543	1441.60271	-0.063096747	0.420857632	-0.149924208	0.880824413	0.999973456
AMEX60DD047544	12.60765597	0.66543432	1.209863249	0.550007879	0.582313969	0.999973456
AMEX60DD047546	3763.665935	0.563592083	0.267185798	2.109363926	0.034913181	0.517097522
AMEX60DD047554	5101.532887	0.231932797	0.197490168	1.174401741	0.240234148	0.999973456
AMEX60DD047556	583.9348631	0.163212276	0.338126949	0.482695262	0.629312128	0.999973456
AMEX60DD047558	916.9879445	-0.088815769	0.267399783	-0.332146004	0.739779014	0.999973456
AMEX60DD047559	1890.766893	-0.076108862	0.28648868	-0.265660975	0.790500321	0.999973456
AMEX60DD047560	22.07503801	0.025064136	0.930663987	0.026931456	0.978514404	0.999973456
AMEX60DD047561	13.04672811	0.540784428	1.429567729	0.378285279	0.70521868	0.999973456
AMEX60DD047562	27.03881949	0.208420668	0.858787338	0.242691827	0.80824414	0.999973456
AMEX60DD047563	258.5843336	0.037096543	0.368034071	0.100796491	0.919712012	0.999973456
AMEX60DD047564	725.4874538	-0.038281987	0.396521428	-0.096544561	0.923088085	0.999973456
AMEX60DD047565	846.9479869	-0.56490288	0.490527222	-1.151623915	0.24947565	0.999973456
AMEX60DD047566	877.5879303	-0.142593323	0.272604075	-0.523078474	0.600919645	0.999973456
AMEX60DD047568	158.0173186	-0.695164861	0.765200817	-0.908473757	0.363627973	0.999973456
AMEX60DD047569	2985.548403	-0.120581382	0.216558627	-0.556807105	0.577659229	0.999973456
AMEX60DD047573	39.14333581	-0.932060469	0.817225573	-1.140517992	0.254070561	0.999973456
AMEX60DD047574	8.79109446	-1.173492234	1.442604725	-0.813453757	0.415957949	NA
AMEX60DD047575	16.48534864	-0.499299455	1.267161994	-0.394029696	0.693559115	0.999973456
AMEX60DD047578	1242.817605	-0.213552142	0.418543278	-0.510227145	0.609892337	0.999973456
AMEX60DD047580	10617.47021	0.635654696	0.25471413	2.495561185	0.012575807	0.268344846
AMEX60DD047583	2651.526528	0.599746975	0.532604923	1.126063521	0.260138633	0.999973456
AMEX60DD047584	102.1938541	-0.275429253	0.661231116	-0.416540066	0.677014855	0.999973456
AMEX60DD047585	45.01508709	-0.194283232	0.950337469	-0.204436044	0.838012766	0.999973456
AMEX60DD047587	69.63674269	-0.833245584	0.662961908	-1.256852881	0.208806913	0.999973456
AMEX60DD047588	6.744767841	0.131222273	1.793028921	0.073184694	0.941659146	NA
AMEX60DD047590	151.1213021	0.566374652	0.439330291	1.28917733	0.197336444	0.999973456
AMEX60DD047591	48.30901589	0.391375249	0.677291308	0.577853642	0.563362935	0.999973456
AMEX60DD047592	72.99812436	0.516710276	0.578985242	0.892441187	0.372156503	0.999973456
AMEX60DD047593	835.8827093	-0.035426635	0.248988127	-0.142282426	0.886856927	0.999973456
AMEX60DD047596	6.450507754	-0.10348837	1.897958544	-0.054526149	0.956515976	NA
AMEX60DD047597	47.30980688	-0.229738845	0.784391641	-0.292887931	0.769607815	0.999973456
AMEX60DD047598	219.1974414	0.556050204	0.430490124	1.291667736	0.196472235	0.999973456
AMEX60DD047599	1197.555246	0.620460161	0.44820815	1.384312535	0.166262777	0.999973456
AMEX60DD047600	1020.104491	-0.092391752	0.272944506	-0.338500136	0.734986324	0.999973456
AMEX60DD047601	82.78715705	-0.541540521	0.578896552	-0.935470282	0.349545992	0.999973456
AMEX60DD047615	71.28785256	-0.325791061	0.546519269	-0.596119989	0.551095072	0.999973456
AMEX60DD047617	17.30452606	-0.200722087	1.019986052	-0.19678905	0.84399262	0.999973456
AMEX60DD047618	31.69670978	0.007549679	1.006803518	0.007498662	0.994016989	0.999973456
AMEX60DD047622	49.6399893	-0.311504863	0.712427082	-0.437244556	0.661934	0.999973456
AMEX60DD047623	2400.926442	0.041690714	0.193315235	0.215661815	0.829251368	0.999973456
AMEX60DD047625	214.5926498	-0.395009217	0.365449765	-1.080885129	0.279748214	0.999973456
AMEX60DD047626	18003.36144	-0.039364635	0.230270839	-0.170949285	0.864263643	0.999973456
AMEX60DD047627	559.5569885	0.4487299	0.899612903	0.498803317	0.61791795	0.999973456
AMEX60DD047630	110337.0322	-0.177630932	0.228357871	-0.777862095	0.436650316	0.999973456
AMEX60DD047635	4772.378685	0.16129789	0.180122703	0.895488948	0.370525771	0.999973456
AMEX60DD047636	1935.007284	0.17029259	0.343377437	0.495934127	0.619940887	0.999973456
AMEX60DD047637	10.7190695	-0.584179236	2.200586222	-0.265465279	0.790651054	NA
AMEX60DD047638	1906.201928	-0.107779234	0.228821247	-0.471019346	0.637626919	0.999973456
AMEX60DD047639	754.8069556	0.103493173	0.303809458	0.340651583	0.733365892	0.999973456
AMEX60DD047640	5060.362068	-0.027133804	0.297711961	-0.091141129	0.927380452	0.999973456
AMEX60DD047644	15.97714043	0.531839856	1.101603233	0.482787123	0.629246895	0.999973456
AMEX60DD047645	1390.54039	-0.302546878	0.215440016	-1.404320714	0.160223369	0.999973456
AMEX60DD047649	55.27089832	-0.388403604	0.728582829	-0.533094644	0.593968066	0.999973456
AMEX60DD047663	1913.488804	-0.507544202	0.399056409	-1.271860797	0.203422583	0.999973456
AMEX60DD047669	83.90131587	0.283407596	0.530344911	0.534383549	0.593076198	0.999973456
AMEX60DD047670	2986.894914	-0.17001056	0.198337428	-0.857178403	0.391346296	0.999973456
AMEX60DD047671	303.8871091	3.285692887	0.919819773	3.572105084	0.000354123	0.021976432
AMEX60DD047674	956.3161259	0.395850232	0.368694272	1.073654413	0.2829776	0.999973456
AMEX60DD047675	372.8899484	0.003062377	0.557539558	0.005492663	0.995617511	0.999973456
AMEX60DD047676	2601.853137	-0.870285515	0.213187664	-4.082250816	4.46016232845737e-05	0.004611847
AMEX60DD047679	397.8986851	-0.095938897	0.807341353	-0.118833126	0.905407564	0.999973456
AMEX60DD047681	170.8155337	0.422154373	0.552541521	0.764022896	0.444853599	0.999973456
AMEX60DD047700	125.1591553	-0.643932468	0.701112761	-0.918443514	0.358386718	0.999973456
AMEX60DD047702	741.2102608	-0.378079481	0.327042184	-1.15605723	0.247657749	0.999973456
AMEX60DD047703	798.0108523	0.087555794	0.343944429	0.25456378	0.799060037	0.999973456
AMEX60DD047711	4989.271782	-0.214160957	0.211690147	-1.011671826	0.311694991	0.999973456
AMEX60DD047713	2428.984251	0.026304764	0.290810606	0.090453247	0.927927045	0.999973456
AMEX60DD047719	13.63841209	-0.582751717	1.126292447	-0.517407107	0.604871999	0.999973456
AMEX60DD047720	252.9867984	-0.724888562	0.423401105	-1.7120611	0.086885409	0.855590723
AMEX60DD047735	54.41407532	0.570236735	0.882353906	0.646267594	0.518106071	0.999973456
AMEX60DD047736	689.6130485	0.273101599	0.251792779	1.0846284	0.278086271	0.999973456
AMEX60DD047745	5227.566684	-0.145130312	0.287531889	-0.5047451	0.61373788	0.999973456
AMEX60DD047747	620.9093222	-0.171346871	0.409131689	-0.418806159	0.675357803	0.999973456
AMEX60DD047751	14.10110778	-0.861510696	1.322146099	-0.651600225	0.514659102	0.999973456
AMEX60DD047755	25.24487176	0.992563459	0.926934248	1.070802446	0.284258267	0.999973456
AMEX60DD047760	32.76684875	0.111325128	0.816902107	0.136277195	0.891602151	0.999973456
AMEX60DD047763	2123.855228	-0.085097481	0.445885119	-0.190850685	0.848642577	0.999973456
AMEX60DD047764	170.8548329	0.186698178	0.384962133	0.484978032	0.627691929	0.999973456
AMEX60DD047765	2454.579048	-0.219776852	0.274263039	-0.801336018	0.422937145	0.999973456
AMEX60DD047766	3967.049038	0.213235666	0.242272773	0.880147045	0.378779657	0.999973456
AMEX60DD047767	1681.217353	0.334741639	0.332897644	1.005539225	0.314637271	0.999973456
AMEX60DD047768	11.41761976	0.370408432	1.417948041	0.261228494	0.793916305	0.999973456
AMEX60DD047769	976.6333241	-0.089302948	0.22115142	-0.403809062	0.686353132	0.999973456
AMEX60DD047771	179.1134405	0.2315779	0.49177254	0.470904496	0.637708938	0.999973456
AMEX60DD047772	84.11696282	-0.047042852	0.513958481	-0.091530452	0.927071111	0.999973456
AMEX60DD047773	1083.527919	-0.037520306	0.299363006	-0.12533381	0.900259286	0.999973456
AMEX60DD047774	1343.800649	0.386826502	0.228120796	1.695709068	0.08994099	0.865857723
AMEX60DD047775	1209.307989	-0.081366134	0.219354427	-0.370934543	0.710686286	0.999973456
AMEX60DD047776	334.433766	-0.007318141	0.41033459	-0.01783457	0.985770826	0.999973456
AMEX60DD047777	85.00967065	1.072292659	0.525730684	2.039623502	0.041387839	0.570772835
AMEX60DD047778	1142.151652	-0.166050713	0.237536241	-0.699054224	0.484518145	0.999973456
AMEX60DD047779	23.65809856	-0.66789567	0.926529995	-0.72085704	0.470997477	0.999973456
AMEX60DD047780	78.32167969	0.498424313	0.678020061	0.735117353	0.462268027	0.999973456
AMEX60DD047781	42.69754944	0.513572699	0.820617709	0.625836724	0.531422041	0.999973456
AMEX60DD047784	1418.208901	-0.23247301	0.257884529	-0.901461639	0.367342921	0.999973456
AMEX60DD047786	20.25759177	-0.295250838	1.194659283	-0.247142296	0.804798101	0.999973456
AMEX60DD047789	9333.984446	-3.664980436	0.395667219	-9.262785143	1.99167872134728e-20	3.59605253442026e-17
AMEX60DD047793	19.9639575	-0.843262834	1.208236433	-0.697928659	0.485221811	0.999973456
AMEX60DD047796	119.3226114	-2.209354744	0.587225053	-3.76236459	0.000168314	0.01254183
AMEX60DD047799	710.4284255	0.018841791	0.367212753	0.051310286	0.959078272	0.999973456
AMEX60DD047800	2752.461799	-0.072518869	0.215263185	-0.336884678	0.736203836	0.999973456
AMEX60DD047801	3492.448217	-0.154114013	0.227630973	-0.677034462	0.498384089	0.999973456
AMEX60DD047802	863.0720442	0.148580303	0.274953545	0.540383296	0.588932725	0.999973456
AMEX60DD047804	279.4507161	-0.268826863	0.388768698	-0.691482789	0.489262193	0.999973456
AMEX60DD047807	17.89134616	0.259313516	1.186829423	0.218492659	0.827045278	0.999973456
AMEX60DD047818	42.18328522	-1.170483133	1.330388728	-0.879805359	0.378964761	0.999973456
AMEX60DD047819	2025.294003	-0.0479409	0.218112647	-0.21979881	0.826027846	0.999973456
AMEX60DD047820	595.1616255	-0.088886851	0.301576154	-0.29474098	0.768191756	0.999973456
AMEX60DD047824	2309.605706	-0.767232178	0.336869785	-2.277533373	0.022754394	0.39605333
AMEX60DD047826	2399.012622	0.118073625	0.226782224	0.520647618	0.602612271	0.999973456
AMEX60DD047827	7741.253443	-0.343311022	0.197098066	-1.741828463	0.081538465	0.831033799
AMEX60DD047828	925.6556927	-0.154861882	0.228053105	-0.679060615	0.497099456	0.999973456
AMEX60DD047829	118.4410867	-0.431877694	0.592389827	-0.729043063	0.465975321	0.999973456
AMEX60DD047831	22.2455338	-1.73194022	0.939998428	-1.842492678	0.065403117	0.730389171
AMEX60DD047832	1866.114907	-0.048234502	0.326945278	-0.147530811	0.882713062	0.999973456
AMEX60DD047833	793.9437939	-0.1606175	0.295556506	-0.543440923	0.586826256	0.999973456
AMEX60DD047835	224.2788752	-0.227440602	0.603346343	-0.376965246	0.706199433	0.999973456
AMEX60DD047842	4890.751188	-0.214611056	0.281210193	-0.763169546	0.445362288	0.999973456
AMEX60DD047845	57315.75256	-0.00329386	0.225074036	-0.01463456	0.988323727	0.999973456
AMEX60DD047848	194.8332745	0.060440902	0.358643525	0.168526401	0.866169176	0.999973456
AMEX60DD047849	150.4940284	-0.126132575	0.415689193	-0.303430009	0.761562179	0.999973456
AMEX60DD047852	1472.511791	-0.064116369	0.33409359	-0.191911403	0.847811605	0.999973456
AMEX60DD047855	1763.672026	0.087802426	0.392811681	0.22352295	0.823128524	0.999973456
AMEX60DD047857	47.54628727	-0.111754922	0.652892959	-0.171168828	0.864091018	0.999973456
AMEX60DD047860	3096.962713	-0.092378039	0.217197962	-0.425317249	0.670605421	0.999973456
AMEX60DD047861	838.9533209	-0.210694434	0.38993105	-0.540337669	0.588964185	0.999973456
AMEX60DD047862	180.713784	-0.104785448	0.575607602	-0.182043196	0.855548827	0.999973456
AMEX60DD047866	63.49081618	-0.284540457	0.916630002	-0.310420187	0.756241444	0.999973456
AMEX60DD047870	136.2664847	1.03457612	0.618008522	1.674048305	0.094121106	0.88937625
AMEX60DD047871	37.64590282	0.64912392	0.961251937	0.675290104	0.49949147	0.999973456
AMEX60DD047872	631.7769025	-0.226960074	0.272254457	-0.83363217	0.404488291	0.999973456
AMEX60DD047873	5379.184958	0.906229066	0.595267191	1.522390415	0.127911285	0.999973456
AMEX60DD047874	3641.307036	0.940844662	0.687424077	1.368652471	0.171107934	0.999973456
AMEX60DD047875	782.7017495	-0.197121885	0.306398072	-0.643352236	0.519995569	0.999973456
AMEX60DD047876	1945.471796	-0.050082101	0.209597235	-0.238944476	0.811148637	0.999973456
AMEX60DD047877	406.2616587	-0.067148167	0.292517317	-0.229552792	0.818439294	0.999973456
AMEX60DD047880	1272.133878	-0.296053226	0.245938632	-1.203768696	0.228678992	0.999973456
AMEX60DD047882	3363.32139	-0.079854729	0.217906611	-0.366463084	0.714019554	0.999973456
AMEX60DD047883	192.2376388	-0.471157142	0.381584696	-1.234738047	0.216928011	0.999973456
AMEX60DD047884	2492.667243	0.018426468	0.241798688	0.076205822	0.939255351	0.999973456
AMEX60DD047903	92.66858512	-0.957065437	0.495798609	-1.930351194	0.053563338	0.660403045
AMEX60DD047905	8.357888994	1.543842224	1.444835508	1.068524559	0.285283958	NA
AMEX60DD047910	14.96963416	0.253102858	1.190766965	0.212554484	0.831674476	0.999973456
AMEX60DD047912	1391.694419	0.168193251	0.285806819	0.588485787	0.556206271	0.999973456
AMEX60DD047914	66.12542378	0.063973771	0.576463659	0.110976243	0.911635185	0.999973456
AMEX60DD047915	224.1890436	-0.141735079	0.361388426	-0.392195955	0.694913433	0.999973456
AMEX60DD047916	94.5842109	-0.127543881	0.578992227	-0.220285998	0.825648424	0.999973456
AMEX60DD047934	417.8977697	-0.085531077	0.31207998	-0.274067812	0.784032509	0.999973456
AMEX60DD047936	6450.950739	-0.304152588	0.206956992	-1.469641514	0.141658871	0.999973456
AMEX60DD047939	15.83524681	-1.252900624	1.244726588	-1.006566933	0.314142932	0.999973456
AMEX60DD047949	79.62365074	0.033163501	0.548951334	0.060412461	0.951827135	0.999973456
AMEX60DD047950	43.38075534	0.035256562	0.695419368	0.050698274	0.959565952	0.999973456
AMEX60DD047951	170.3304386	0.132511593	0.435121295	0.304539435	0.760716954	0.999973456
AMEX60DD047953	65.34167799	0.49411563	0.663107023	0.745152159	0.45617974	0.999973456
AMEX60DD047955	1958.794193	-0.044234021	0.388082546	-0.113980959	0.909252888	0.999973456
AMEX60DD047959	9221.071242	-0.017835417	0.231235271	-0.07713104	0.9385193	0.999973456
AMEX60DD047960	345.8852947	0.055312544	0.47895043	0.115486991	0.908059132	0.999973456
AMEX60DD047964	395.6683511	-0.493986154	0.559523326	-0.882869635	0.377306712	0.999973456
AMEX60DD047968	419.6075532	-0.150427231	0.313766045	-0.479424826	0.631636436	0.999973456
AMEX60DD047971	47.06947798	2.701770751	1.345928458	2.007365797	0.044710728	0.592240523
AMEX60DD047972	375.7558254	-0.569746192	0.281665411	-2.022776563	0.043096189	0.583802985
AMEX60DD047977	44.56517867	0.814433931	0.738737939	1.102466636	0.270258855	0.999973456
AMEX60DD047979	118.8916118	1.035495498	0.554065886	1.868903183	0.061636285	0.707445913
AMEX60DD047981	9.525633166	-0.015175783	1.444148751	-0.010508462	0.991615614	NA
AMEX60DD047983	112.3791399	1.444902956	0.628818978	2.297804309	0.021572929	0.383720917
AMEX60DD047984	457.3328627	-0.17933775	0.306864836	-0.584419356	0.558938207	0.999973456
AMEX60DD047987	9767.846547	-0.257071577	0.211844248	-1.213493306	0.224941272	0.999973456
AMEX60DD047989	304.6674755	-0.460701622	0.66781529	-0.689863843	0.490279816	0.999973456
AMEX60DD047990	24.46910374	-0.568542675	0.910446983	-0.624465439	0.532321961	0.999973456
AMEX60DD047991	160.1424042	0.211277392	0.438460046	0.481862358	0.629903728	0.999973456
AMEX60DD047992	68.12598332	1.562995055	0.784929979	1.99125412	0.046452957	0.609130614
AMEX60DD047993	169.4096064	0.081944372	0.394875669	0.207519425	0.835604224	0.999973456
AMEX60DD047994	147.4988813	-0.02971595	0.842093463	-0.035288185	0.971849945	0.999973456
AMEX60DD048001	343.7885727	-0.337864069	0.318359942	-1.061264389	0.288569764	0.999973456
AMEX60DD048003	2682.150939	-0.118019376	0.276507939	-0.426820932	0.669509759	0.999973456
AMEX60DD048005	2055.904171	-0.032485955	0.271122508	-0.119820207	0.904625575	0.999973456
AMEX60DD048006	2325.372739	-0.1438843	0.250025136	-0.57547934	0.564967159	0.999973456
AMEX60DD048008	1108.04184	-0.236506171	0.297068301	-0.796133988	0.425954161	0.999973456
AMEX60DD048009	112.944123	1.713071372	0.882760936	1.940583574	0.052308808	0.649625578
AMEX60DD048011	1152.158539	0.171394345	0.237576882	0.721426864	0.470646923	0.999973456
AMEX60DD048012	24.20810646	0.237393786	0.897229102	0.264585472	0.791328813	0.999973456
AMEX60DD048018	309.8135165	-0.411008215	0.343169491	-1.197682854	0.231040507	0.999973456
AMEX60DD048021	2090.18568	-0.18398011	0.196304843	-0.937216359	0.348647277	0.999973456
AMEX60DD048025	7.88202558	-0.519035311	1.773836082	-0.29260613	0.769823228	NA
AMEX60DD048032	4849.737677	-0.09001244	0.229536627	-0.392148483	0.694948506	0.999973456
AMEX60DD048033	1001.080847	1.439854755	0.295128641	4.878736104	1.06767802491243e-06	0.000192773
AMEX60DD048036	1701.701939	-0.181521639	0.270913898	-0.670034431	0.502835841	0.999973456
AMEX60DD048037	2449.148006	0.010877697	0.38823912	0.028018035	0.977647767	0.999973456
AMEX60DD048038	6743.201439	0.033125155	0.18601143	0.178081289	0.858659136	0.999973456
AMEX60DD048039	1912.355015	-0.113527869	0.220263659	-0.515418065	0.606260911	0.999973456
AMEX60DD048040	535.2612657	-0.154510595	0.306469331	-0.504163318	0.614146615	0.999973456
AMEX60DD048041	15.43174243	1.425802601	1.098697971	1.297720246	0.194383484	0.999973456
AMEX60DD048051	1892.966749	-0.136439838	0.298247365	-0.457472067	0.647331775	0.999973456
AMEX60DD048076	26.56880138	-1.271702582	1.199096306	-1.06055083	0.288894078	0.999973456
AMEX60DD048079	16.35806945	0.1071585	1.058077436	0.101276614	0.91933088	0.999973456
AMEX60DD048090	175.2229738	-0.25371068	0.565105778	-0.448961398	0.653459504	0.999973456
AMEX60DD048093	96.71712053	2.957676658	1.235562019	2.393790529	0.016675269	0.322672643
AMEX60DD048099	37.38744516	-0.226256895	0.756983779	-0.298892659	0.765021949	0.999973456
AMEX60DD048103	9.615863825	-0.515235008	1.445010806	-0.356561353	0.721420214	NA
AMEX60DD048105	24.66367687	1.024747217	1.008637001	1.015972264	0.309642594	0.999973456
AMEX60DD048108	47.94251137	0.692573937	0.897548508	0.77162842	0.440334537	0.999973456
AMEX60DD048109	2934.014076	-0.177303753	0.290607859	-0.610113413	0.541786682	0.999973456
AMEX60DD048110	101.3329803	-0.010682268	0.812151024	-0.013153056	0.989505682	0.999973456
AMEX60DD048111	56.84829942	1.444768136	1.329251224	1.086903747	0.27707935	0.999973456
AMEX60DD048113	188.800712	4.377891449	1.015088721	4.312816562	1.6118785044855e-05	0.001980838
AMEX60DD048116	341.8700362	0.189668857	0.410149247	0.462438634	0.6437668	0.999973456
AMEX60DD048117	323.2925973	0.12626383	0.451074509	0.2799179	0.779540494	0.999973456
AMEX60DD048120	986.5114253	0.9253758	0.300374799	3.080737147	0.002064888	0.08051007
AMEX60DD048125	58.37669926	-1.221972132	1.574396845	-0.776152554	0.437658917	0.999973456
AMEX60DD048126	15.89880326	0.231455061	1.15036128	0.201202061	0.84054058	0.999973456
AMEX60DD048129	1044.974755	-0.160935069	0.264182228	-0.609182042	0.542403782	0.999973456
AMEX60DD048130	4017.171394	-0.282870082	0.256484049	-1.102875925	0.270081051	0.999973456
AMEX60DD048133	30.77813387	-0.389347196	0.882637187	-0.441118051	0.659127536	0.999973456
AMEX60DD048134	19.11740203	-0.72799308	0.996356376	-0.730655313	0.464989717	0.999973456
AMEX60DD048137	22.39568568	-0.46193262	0.948005123	-0.487268063	0.626068377	0.999973456
AMEX60DD048139	1604.773602	-0.000512035	0.235677235	-0.002172613	0.998266507	0.999973456
AMEX60DD048140	44.54417277	0.321899576	0.674500893	0.477241141	0.633190418	0.999973456
AMEX60DD048141	1059.714141	0.320829157	0.234862752	1.366028261	0.171930093	0.999973456
AMEX60DD048142	579.9120003	-0.031819006	0.584444616	-0.05444315	0.956582101	0.999973456
AMEX60DD048145	6477.175887	-0.111386762	0.282551535	-0.394217507	0.693420461	0.999973456
AMEX60DD048151	20.14277976	2.241910529	1.031611863	2.173211271	0.02976442	0.464206288
AMEX60DD048156	87.13604386	-1.694573439	0.665641093	-2.545776478	0.010903498	0.246557714
AMEX60DD048162	11.28942586	-0.484019232	1.375649835	-0.351847701	0.724952483	0.999973456
AMEX60DD048163	322.3584613	-0.548082307	0.667831091	-0.820690013	0.411822861	0.999973456
AMEX60DD048164	3823.775076	-0.450698623	0.467261292	-0.964553731	0.334768384	0.999973456
AMEX60DD048165	424.3148665	-0.601556556	0.515383498	-1.167201817	0.243128877	0.999973456
AMEX60DD048167	11.52707432	-0.21083847	1.329238492	-0.158615983	0.873971436	0.999973456
AMEX60DD048170	11.13562172	0.631651231	1.316814785	0.47968115	0.631454133	0.999973456
AMEX60DD048173	17.85316076	-0.526527887	1.067836213	-0.493079258	0.621956586	0.999973456
AMEX60DD048174	1817.128558	-0.048861569	0.380404781	-0.128446255	0.897795828	0.999973456
AMEX60DD048175	147.5036417	-0.234683901	0.596223751	-0.393617162	0.693863709	0.999973456
AMEX60DD048177	1133.133432	0.079806481	0.262135414	0.304447537	0.760786956	0.999973456
AMEX60DD048179	2323.392196	0.487164606	0.355211581	1.37147726	0.170226227	0.999973456
AMEX60DD048180	2097.734035	0.261818688	0.376766837	0.694909057	0.487112297	0.999973456
AMEX60DD048183	379.1027435	0.64712146	0.498655221	1.29773325	0.194379014	0.999973456
AMEX60DD048186	1096.33278	0.353132729	0.689639724	0.512053927	0.608613268	0.999973456
AMEX60DD048187	1879.284658	0.395736025	0.277947269	1.423780946	0.154509893	0.999973456
AMEX60DD048188	20.86005189	1.119320703	0.984147032	1.137351093	0.255391544	0.999973456
AMEX60DD048189	285.8212598	0.44728371	0.361313287	1.237938725	0.215738782	0.999973456
AMEX60DD048190	650.8503011	0.455129407	0.312958518	1.454280296	0.145868611	0.999973456
AMEX60DD048191	123.0828993	0.538815606	0.55791219	0.965771344	0.33415861	0.999973456
AMEX60DD048193	48.82723375	0.207294125	0.737446319	0.28109724	0.778635818	0.999973456
AMEX60DD048194	206.5914091	0.177358666	0.351909744	0.503989073	0.614269056	0.999973456
AMEX60DD048195	74.46695311	0.145091797	0.625547715	0.231943613	0.816581809	0.999973456
AMEX60DD048197	13.5590442	-0.006688756	1.149374594	-0.005819475	0.995356757	0.999973456
AMEX60DD048200	735.8355983	0.397392097	0.305782518	1.299590636	0.193741311	0.999973456
AMEX60DD048202	66.39287905	-0.238486151	0.76607696	-0.311308346	0.755566223	0.999973456
AMEX60DD048204	20323.70885	0.107371354	0.174893213	0.613925215	0.539264747	0.999973456
AMEX60DD048205	231.859154	0.734678784	0.369131724	1.990288927	0.046559117	0.609501169
AMEX60DD048208	3914.575154	0.021897512	0.218139501	0.100383068	0.920040212	0.999973456
AMEX60DD048216	26.62289823	-0.442349606	0.903872044	-0.489394056	0.624562743	0.999973456
AMEX60DD048217	937.8348629	-0.163429969	0.234345388	-0.697389314	0.485559187	0.999973456
AMEX60DD048218	52.09207886	-0.511054179	0.750878037	-0.680608773	0.496119074	0.999973456
AMEX60DD048219	164.2238893	-0.144796179	0.555979746	-0.260434269	0.794528811	0.999973456
AMEX60DD048220	1160.741958	-0.060112501	0.282910491	-0.212478868	0.831733462	0.999973456
AMEX60DD048221	9.449557414	-0.4665957	1.350064646	-0.345609895	0.729635909	NA
AMEX60DD048223	18.23192609	-1.381769875	1.884689779	-0.733155074	0.463463853	0.999973456
AMEX60DD048224	94.28854083	-0.539315136	0.944777926	-0.570837995	0.568109465	0.999973456
AMEX60DD048225	111.2632855	-0.366188461	0.615938957	-0.594520702	0.5521639	0.999973456
AMEX60DD048226	364.501467	-0.115115835	0.318085911	-0.36190171	0.717425482	0.999973456
AMEX60DD048227	857.8614151	-0.2016976	0.286217496	-0.704700457	0.480996667	0.999973456
AMEX60DD048228	261.2288685	0.050407562	0.335502424	0.150245002	0.880571323	0.999973456
AMEX60DD048229	15.6144742	1.056414455	1.253828059	0.842551295	0.39947944	0.999973456
AMEX60DD048238	3673.462818	0.323731406	0.397219603	0.814993529	0.415076014	0.999973456
AMEX60DD048239	23843.21169	-0.074121234	0.346097604	-0.214162807	0.830420099	0.999973456
AMEX60DD048241	702.1506758	0.138736146	0.482598844	0.287477162	0.773746987	0.999973456
AMEX60DD048242	5456.382714	-0.187393878	0.193734081	-0.967273686	0.333407235	0.999973456
AMEX60DD048243	2283.892932	-0.241556252	0.207129294	-1.166209991	0.243529554	0.999973456
AMEX60DD048245	144.1989778	0.143592093	0.4293859	0.334412688	0.738068167	0.999973456
AMEX60DD048247	2043.545812	-0.120878831	0.196903171	-0.613899868	0.539281497	0.999973456
AMEX60DD048254	2578.293301	-0.007036913	0.211690383	-0.033241535	0.973481976	0.999973456
AMEX60DD048258	930.3224888	-0.098206118	0.239735599	-0.409643451	0.682067518	0.999973456
AMEX60DD048261	2823.153311	-0.899822695	0.281386831	-3.197813815	0.001384737	0.060301551
AMEX60DD048262	14.70899825	0.229546016	1.159527269	0.197965173	0.843072313	0.999973456
AMEX60DD048267	254.3292547	0.30686988	0.552551817	0.555368511	0.578642626	0.999973456
AMEX60DD048270	3452.824778	-0.194034554	0.327239692	-0.592943212	0.553219158	0.999973456
AMEX60DD048271	1406.191734	0.221612579	0.275026878	0.805785165	0.420366733	0.999973456
AMEX60DD048272	2179.031804	0.009224235	0.260588063	0.035397764	0.971762567	0.999973456
AMEX60DD048276	85.04355025	1.193216997	0.671840703	1.776041539	0.075726071	0.799483916
