Gene.ID	Gene.Name	Log2FC	FDR	AveExpr	undif.r1	undif.r2	undif.r3	dif.r1	dif.r2	dif.r3
ENSG00000153291	SLC25A27	2.603894275	0.000206018	1.10509093533941	21	15	17	88	132	127
ENSG00000153294	ADGRF4	-4.155520795	0.001648328	-3.36111713283608	14	5	7	0	0	0
ENSG00000153310	FAM49B	-0.161458939	0.1651023	6.50453715469094	2135	1912	1889	1470	2058	2110
ENSG00000153317	ASAP1	0.434866907	0.006607209	7.41711736840355	3171	3020	2887	3363	5159	4569
ENSG00000153339	TRAPPC8	-0.102766855	0.325143495	5.25903195526554	846	799	806	662	874	877
ENSG00000153391	INO80C	-0.968975287	0.001262412	3.49558703956572	331	342	304	130	185	216
ENSG00000153395	LPCAT1	-0.4197661	0.002257561	6.57970112127866	2527	2339	1994	1530	1963	1901
ENSG00000153404	PLEKHG4B	0.220056563	0.194083999	5.9618713565718	1261	1322	1007	1058	1759	1648
ENSG00000153406	NMRAL1	-0.080375917	0.360723734	5.71534677826306	1250	1119	979	1001	1195	1127
ENSG00000153443	UBALD1	-0.360039495	0.056183024	4.65814560429046	619	701	466	459	544	449
ENSG00000153446	C16orf89	1.268933062	0.246510355	-2.58581813130286	1	4	1	13	2	5
ENSG00000153485	TMEM251	0.255224033	0.101167162	3.06472755908038	155	157	160	177	222	194
ENSG00000153487	ING1	-0.748129649	0.000412355	4.47148855142431	628	618	533	314	420	382
ENSG00000153531	ADPRHL1	-0.187730687	0.303695599	2.48874584493358	133	111	126	94	118	130
ENSG00000153551	CMTM7	0.016229692	0.886768912	4.60741600406935	516	544	441	447	568	584
ENSG00000153558	FBXL2	0.894322162	0.00069837	4.17200637549937	284	295	239	446	546	614
ENSG00000153560	UBP1	-0.133105014	0.113041033	6.72466810613021	2466	2261	2121	1864	2460	2268
ENSG00000153561	RMND5A	-0.633676657	0.000737178	5.91663409882228	1639	1505	1505	889	1225	1055
ENSG00000153563	CD8A	0.71558839	0.004993299	3.1871579625636	157	155	128	191	276	301
ENSG00000153574	RPIA	-0.349714755	0.011392651	4.77176369454128	679	622	606	426	610	547
ENSG00000153707	PTPRD	2.153584677	0.000105619	3.0840605788165	97	80	71	377	434	355
ENSG00000153714	LURAP1L	0.662167323	0.02032826	1.69418792458895	57	49	51	94	89	81
ENSG00000153721	CNKSR3	-0.754602722	0.005944561	5.07227764360686	929	904	875	375	705	654
ENSG00000153767	GTF2E1	0.3676556	0.010955145	5.0094179658466	571	610	569	736	850	789
ENSG00000153774	CFDP1	0.213302214	0.05357738	5.73399018161483	1052	1013	988	1014	1406	1329
ENSG00000153779	TGIF2LX	0.57614151	0.009937049	2.79281559696979	136	124	93	152	214	187
ENSG00000153786	ZDHHC7	0.191183226	0.107518216	6.40931431240291	1692	1741	1486	1908	2146	1848
ENSG00000153789	FAM92B	0.303509746	0.246515389	1.14551912520775	43	51	30	46	58	55
ENSG00000153790	C7orf31	0.635436352	0.003610371	3.0247336752116	153	137	114	188	230	243
ENSG00000153802	TMPRSS11D	0.983046402	0.127407173	-1.79088986986879	5	5	2	5	8	14
ENSG00000153814	JAZF1	0.137584106	0.446007232	4.03761478289404	333	298	334	390	400	331
ENSG00000153815	CMIP	-0.046872241	0.65066081	6.330721175912	1798	1738	1524	1581	1979	1603
ENSG00000153823	PID1	-1.496957916	0.001126798	1.63008482749214	118	121	83	42	41	36
ENSG00000153827	TRIP12	-0.094730497	0.329481327	8.18285131450014	6476	6112	5955	4973	6761	6683
ENSG00000153832	FBXO36	0.832986171	0.021625929	2.61976631925156	107	104	73	215	155	171
ENSG00000153879	CEBPG	-0.443240896	0.025528131	5.97909258545864	1587	1507	1454	839	1322	1434
ENSG00000153885	KCTD15	-0.519207747	0.004860603	6.77142083994777	2855	2786	2450	1501	2238	2282
ENSG00000153896	ZNF599	0.408361987	0.007209074	3.83048452244257	269	262	232	296	400	373
ENSG00000153902	LGI4	-0.526181738	0.182573662	-0.917555769003251	14	13	11	7	13	8
ENSG00000153904	DDAH1	-0.601656022	0.00278856	7.76358247367268	5728	5326	5473	2938	4515	4181
ENSG00000153914	SREK1	-0.504219096	0.003650207	6.51557042127539	2399	2208	2128	1303	1837	1910
ENSG00000153922	CHD1	-0.044201997	0.674751287	5.97218386614317	1371	1270	1297	1088	1535	1425
ENSG00000153933	DGKE	0.122496468	0.306358327	4.07058122136607	344	353	299	322	449	374
ENSG00000153936	HS2ST1	-0.134100739	0.387308971	5.59449386883002	1116	986	1021	1058	1021	920
ENSG00000153944	MSI2	-0.482861922	0.003169233	8.23024417345767	7512	7248	7152	4410	6333	5931
ENSG00000153956	CACNA2D1	0.481806109	0.010505214	7.21595194364252	2717	2427	2628	2936	4169	4475
ENSG00000153975	ZUP1	-0.196008891	0.124028443	4.27527825986956	456	398	427	333	414	431
ENSG00000153976	HS3ST3A1	-1.562150217	0.011498544	-1.09676044338709	18	17	13	8	4	5
ENSG00000153982	GDPD1	0.277944966	0.114050148	3.46337722906727	254	180	190	226	310	257
ENSG00000153989	NUS1	-0.014738772	0.910776041	5.43367634491258	942	803	944	828	996	971
ENSG00000153993	SEMA3D	4.954687145	0.001072667	2.54587742393419	22	26	16	1009	672	522
ENSG00000154001	PPP2R5E	-0.346627675	0.009024849	7.11003472847627	3598	3057	2992	2168	2988	2866
ENSG00000154027	AK5	-1.377956833	0.02811742	2.97377717282045	288	244	235	230	73	73
ENSG00000154040	CABYR	0.393878946	0.032279572	3.50811303394799	206	215	190	268	267	313
ENSG00000154059	IMPACT	0.703374016	0.002599686	5.41736376728486	718	690	657	1238	1166	1137
ENSG00000154065	ANKRD29	3.613452279	0.000744857	1.78276215691437	11	19	38	200	248	339
ENSG00000154079	SDHAF4	0.466770406	0.061975877	3.77372184578108	247	255	213	406	322	325
ENSG00000154080	CHST9	1.90680821	0.015820737	-0.3068607095656	10	5	11	17	53	39
ENSG00000154096	THY1	0.641093981	0.018944849	6.74306389724415	1920	1851	1545	3385	3019	2366
ENSG00000154099	DNAAF1	1.971020168	0.006070935	0.637366313649606	18	16	13	85	79	44
ENSG00000154102	C16orf74	0.62370255	0.052925252	1.5670331001996	55	51	40	93	81	67
ENSG00000154114	TBCEL	0.288406086	0.044302414	4.85217134047234	559	514	539	676	727	668
ENSG00000154118	JPH3	-1.262974923	0.001648328	5.59248975982904	1768	1668	1245	429	858	819
ENSG00000154122	ANKH	-0.061581755	0.531354347	5.50107533201467	1054	1005	811	875	1011	996
ENSG00000154124	OTULIN	-0.782837547	0.004929814	5.48829973011011	1287	1253	1111	495	929	871
ENSG00000154127	UBASH3B	-0.55063956	0.066976874	2.04818914796487	113	97	96	92	72	61
ENSG00000154133	ROBO4	-2.163132552	0.00973216	-1.34443637496302	18	15	18	1	7	5
ENSG00000154134	ROBO3	0.121542976	0.275014922	5.14867681104848	762	744	601	761	868	776
ENSG00000154144	TBRG1	-0.168501721	0.099226773	5.35876403339399	993	885	815	703	896	928
ENSG00000154146	NRGN	-0.440288371	0.112137517	4.02667779878005	403	442	340	184	381	385
ENSG00000154153	RETREG1	0.793068646	0.002615199	3.58013242292414	199	192	168	355	351	318
ENSG00000154174	TOMM70	-0.473638422	0.005305624	6.94792108873603	3195	2949	2846	1749	2607	2546
ENSG00000154175	ABI3BP	3.950335248	0.002389245	2.39346236590085	31	23	27	662	477	287
ENSG00000154188	ANGPT1	0.751401253	0.010080098	2.94247157221095	119	131	117	151	274	236
ENSG00000154217	PITPNC1	0.695876999	0.00027163	6.13098558269214	1192	1139	1070	1696	2053	2057
ENSG00000154222	CC2D1B	-0.121640591	0.160184738	5.57875108646517	1081	1082	921	871	1081	1031
ENSG00000154229	PRKCA	1.180133618	0.003796408	6.92666211444904	1946	1696	1391	4524	4805	2855
ENSG00000154237	LRRK1	0.355435043	0.018090096	5.18046546573304	680	716	590	698	1026	969
ENSG00000154240	CEP112	0.618162987	0.003616897	4.24189388421871	334	299	308	509	532	481
ENSG00000154252	GAL3ST2	0.90332719	0.029147922	-0.109160799099657	12	17	12	23	35	24
ENSG00000154265	ABCA5	0.261179749	0.102100277	2.77746454675107	144	134	109	144	167	177
ENSG00000154274	C4orf19	-0.374517844	0.380015025	-0.545217503747468	14	13	21	10	12	16
ENSG00000154277	UCHL1	0.288950402	0.020634469	9.5319902354497	14798	13722	12896	17045	17820	18210
ENSG00000154305	MIA3	0.142614795	0.108767019	7.0999083054528	2831	2626	2606	2814	3361	3197
ENSG00000154309	DISP1	1.305286864	0.004408459	4.13668032728063	244	219	224	773	555	503
ENSG00000154310	TNIK	0.397438305	0.017621128	5.13290066686415	691	615	583	844	1004	779
ENSG00000154319	FAM167A	-2.073852909	9.34791e-05	6.7144425553844	5155	4520	3758	779	1340	1289
ENSG00000154328	NEIL2	0.112806629	0.48250118	5.76754229734838	1290	1069	902	1280	1266	1138
ENSG00000154358	OBSCN	0.16158911	0.463617348	7.74414503794259	4401	4657	3537	3238	6280	5794
ENSG00000154359	LONRF1	0.440710401	0.017673396	3.63767658435367	233	236	190	313	310	319
ENSG00000154370	TRIM11	0.231763641	0.049122028	6.33860847188883	1663	1671	1303	1774	1993	1928
ENSG00000154380	ENAH	-0.262139684	0.041741676	8.12900374415351	6539	6237	6149	4453	6685	5671
ENSG00000154429	CCSAP	-0.763663178	0.001617361	5.76609673337033	1570	1386	1433	680	1120	960
ENSG00000154447	SH3RF1	0.716027813	0.001186587	4.40398717619586	359	332	327	575	617	569
ENSG00000154473	BUB3	-0.153879115	0.114196469	7.46630573837488	4075	3777	3671	3409	3934	3549
ENSG00000154479	CCDC173	0.612508343	0.072788332	0.150515047424024	23	14	18	25	32	31
ENSG00000154485	MMP21	0.206796831	0.708958095	0.323888265151528	40	31	10	24	37	27
ENSG00000154511	DIPK1A	1.711360379	0.000738453	4.75985774678226	362	278	287	1220	1152	852
ENSG00000154518	ATP5MC3	0.06283511	0.5242117	7.0592323556128	2971	2567	2536	2413	3270	3241
ENSG00000154545	MAGED4	1.008466767	0.276068058	-1.46089079307645	9	9	1	18	8	9
ENSG00000154548	SRSF12	-0.340219989	0.011919633	4.22809954270981	442	447	413	308	391	385
ENSG00000154553	PDLIM3	1.024881678	0.000392607	4.19811474090433	281	277	238	444	642	632
ENSG00000154556	SORBS2	1.560667498	0.020551194	2.25199854520079	49	60	65	84	277	223
ENSG00000154582	ELOC	0.053929969	0.511528817	5.99517602953322	1394	1251	1224	1259	1524	1444
ENSG00000154639	CXADR	0.664033376	0.000751478	5.35073883699999	681	681	638	1056	1178	1100
ENSG00000154640	BTG3	-0.143039874	0.214720325	5.08530696215275	765	702	734	665	726	705
ENSG00000154642	C21orf91	0.093786234	0.423408294	4.18514493327411	372	363	353	330	471	427
ENSG00000154654	NCAM2	3.225756701	0.000134137	5.1709839850193	228	235	266	2831	2468	1919
ENSG00000154655	L3MBTL4	-0.317619775	0.036698813	3.96516665254678	358	383	336	270	357	285
ENSG00000154678	PDE1C	-4.954343046	0.000241865	-2.95809323114497	15	16	12	0	0	0
ENSG00000154710	RABGEF1	0.701555184	0.012326005	3.80571975715216	255	251	175	426	378	361
ENSG00000154719	MRPL39	-0.474178941	0.005161512	4.56690082944752	639	560	527	402	427	479
ENSG00000154721	JAM2	0.609124919	0.025411563	4.47804540035102	442	348	327	691	596	517
ENSG00000154723	ATP5PF	0.077167606	0.387270065	6.49672608353301	1939	1762	1731	1818	2069	2142
ENSG00000154727	GABPA	-0.290698788	0.03302005	5.04874459803456	826	694	743	595	658	691
ENSG00000154734	ADAMTS1	-0.846324687	0.130039575	7.47023585592439	5529	4714	4491	5501	2178	1949
ENSG00000154736	ADAMTS5	0.465527484	0.059544624	1.49023597026179	52	50	44	68	66	80
ENSG00000154743	TSEN2	0.022100242	0.845787853	4.07225914290719	371	337	324	303	425	379
ENSG00000154767	XPC	-0.2463007	0.034444181	6.23231156433473	1754	1804	1508	1421	1541	1518
ENSG00000154781	CCDC174	0.054361238	0.60001775	4.8194316262761	645	543	528	525	674	678
ENSG00000154803	FLCN	0.182069701	0.141080853	4.78736254526561	586	570	451	605	696	612
ENSG00000154813	DPH3	0.435219633	0.009113457	5.4910524242247	846	764	781	884	1267	1284
ENSG00000154814	OXNAD1	-0.479807446	0.007675016	4.02439859751458	430	384	376	231	354	319
ENSG00000154822	PLCL2	-0.558519228	0.007488295	3.53108540266457	276	292	298	188	232	198
ENSG00000154832	CXXC1	-0.344445698	0.010447594	6.54929159669066	2266	2387	1890	1678	1930	1791
ENSG00000154839	SKA1	-1.593515356	0.000578918	3.62036442151516	463	458	409	94	198	186
ENSG00000154845	PPP4R1	-0.204605753	0.042048615	6.48057566541735	2066	1940	1913	1579	1893	1944
ENSG00000154856	APCDD1	0.531800907	0.581063808	-1.8591013504869	2	11	3	15	5	4
ENSG00000154889	MPPE1	0.653492329	0.011480632	3.29600935110698	175	162	144	289	248	266
ENSG00000154917	RAB6B	0.707055864	0.001701459	6.244203118637	1234	1318	1118	1595	2444	2351
ENSG00000154920	EME1	-1.253661655	0.002020214	4.75283990834496	835	888	862	235	443	505
ENSG00000154928	EPHB1	-2.978406736	0.002493779	-2.121368456913	15	17	8	1	1	2
ENSG00000154945	ANKRD40	0.151694682	0.095131372	6.59544771912329	1989	1958	1726	1858	2532	2272
ENSG00000154957	ZNF18	0.690772761	0.007201902	2.82508057662991	109	136	100	187	193	204
ENSG00000154975	CA10	0.223381787	0.580462013	-1.02730677870513	7	10	10	9	12	12
ENSG00000154978	VOPP1	0.6783702	0.007877501	5.91343731520807	1075	960	909	1860	1607	1501
ENSG00000155008	APOOL	0.127570752	0.232527575	5.08014501461106	739	620	644	646	834	826
ENSG00000155011	DKK2	-0.061925622	0.831191006	5.10843160396158	787	727	659	896	836	523
ENSG00000155016	CYP2U1	0.194425564	0.119147398	4.61921009352563	491	468	461	451	654	617
ENSG00000155034	FBXL18	-0.35527156	0.039803387	5.89728976849997	1516	1525	1156	863	1409	1211
ENSG00000155052	CNTNAP5	-0.950119844	0.146834505	3.81468306443992	385	401	453	68	384	369
ENSG00000155066	PROM2	-0.209976492	0.348990027	1.6639970698764	78	81	53	55	67	69
ENSG00000155085	AK9	-0.182448454	0.224251038	2.8620659971065	165	154	159	121	165	158
ENSG00000155090	KLF10	0.788880387	0.001201072	6.05940682793235	1063	1024	1046	1474	2346	1962
ENSG00000155093	PTPRN2	-1.339558084	0.001099931	6.38087191397574	3002	2988	2276	738	1356	1440
ENSG00000155096	AZIN1	-0.004315729	0.98051931	8.55122530989324	8156	7532	7509	5752	9712	9512
ENSG00000155097	ATP6V1C1	-0.365157501	0.014008805	5.69417266087691	1340	1122	1177	791	1113	1085
ENSG00000155099	PIP4P2	0.317568396	0.056884096	3.79610054690574	284	239	244	340	343	324
ENSG00000155100	OTUD6B	-0.534548545	0.018618265	4.92860209610107	825	687	763	386	646	648
ENSG00000155111	CDK19	-0.154980161	0.101066267	6.16977461896264	1601	1608	1483	1245	1688	1524
ENSG00000155115	GTF3C6	-0.519932676	0.000952966	5.46970425608577	1182	1072	1025	718	847	841
ENSG00000155158	TTC39B	2.267417082	0.001524186	3.25883685712636	100	84	83	606	441	356
ENSG00000155189	AGPAT5	-0.425564066	0.005569659	6.39330778088218	2174	1929	1921	1246	1816	1700
ENSG00000155229	MMS19	-0.199777512	0.07399026	6.51412212168511	2096	2030	1924	1474	2112	2010
ENSG00000155252	PI4K2A	-0.11559613	0.418926628	5.11808813636605	753	781	695	751	740	677
ENSG00000155254	MARVELD1	0.575344618	0.018090096	6.7305259879833	2080	1845	1492	3163	2667	2609
ENSG00000155256	ZFYVE27	-0.200377276	0.104106966	6.05542930650094	1576	1575	1267	1317	1361	1348
ENSG00000155265	GOLGA7B	-1.368451707	0.000320213	4.74090264918976	938	899	827	253	410	442
ENSG00000155269	GPR78	-2.034379837	0.025127279	-2.17835399085737	5	13	10	2	1	3
ENSG00000155275	TRMT44	-0.607558228	0.002893591	3.7870134239668	375	367	314	189	287	257
ENSG00000155287	SLC25A28	0.097597521	0.350252422	4.22449465980382	399	370	346	390	453	413
ENSG00000155304	HSPA13	0.151703743	0.115464823	6.22642840047141	1599	1404	1389	1571	1770	1785
ENSG00000155313	USP25	0.692256123	0.002948951	4.86377634025997	506	467	444	593	929	923
ENSG00000155329	ZCCHC10	-0.166720474	0.189548046	4.16830447072445	416	374	387	305	387	415
ENSG00000155330	C16orf87	-0.150287973	0.234029618	4.23283164079811	452	373	401	335	446	382
ENSG00000155363	MOV10	-0.130102687	0.477859117	6.19242887643272	1675	1736	1336	1655	1588	1316
ENSG00000155366	RHOC	1.078557548	0.002878119	6.39962687413939	1290	1250	1057	3214	2516	2308
ENSG00000155367	PPM1J	2.780334668	0.004030333	0.647982669546778	12	12	11	137	80	65
ENSG00000155368	DBI	0.376994053	0.008698627	6.40755074408102	1652	1409	1546	1859	2209	2225
ENSG00000155380	SLC16A1	-0.066029398	0.526106927	6.14527992877676	1560	1417	1497	1242	1692	1588
ENSG00000155393	HEATR3	-0.288835445	0.035138909	4.50306643627129	548	532	471	352	487	505
ENSG00000155428	TRIM74	0.930353375	0.088010571	-0.562881068778828	16	6	9	19	27	15
ENSG00000155438	NIFK	-0.402476724	0.020397692	5.6006392147514	1206	1100	1144	690	1028	1064
ENSG00000155463	OXA1L	-0.127389347	0.186278336	6.35261663431507	1916	1802	1569	1600	1835	1645
ENSG00000155495	MAGEC1	-0.054968602	0.835961906	2.22754400572261	90	97	106	113	99	87
ENSG00000155506	LARP1	-0.208240412	0.062850384	8.56773872359815	8903	8625	7690	6104	8622	8448
ENSG00000155508	CNOT8	0.001459127	0.987537409	6.4574649222678	1877	1781	1764	1747	1987	1977
ENSG00000155530	LRGUK	-0.210571755	0.404651195	3.01374962886158	179	203	159	104	191	209
ENSG00000155542	SETD9	-0.474002263	0.013357678	4.02435654164485	416	360	410	256	303	340
ENSG00000155545	MIER3	-0.483766641	0.009823196	5.57313075636691	1185	1125	1171	659	1043	952
ENSG00000155561	NUP205	-0.902431335	0.003365876	7.61923254207086	5758	5555	5286	2082	3982	3624
ENSG00000155592	ZKSCAN2	-0.123690698	0.302745562	5.01922779374489	712	718	662	535	730	771
ENSG00000155621	C9orf85	0.240699388	0.098218286	3.98920716070261	333	305	265	352	433	341
ENSG00000155629	PIK3AP1	-0.448160452	0.018533254	3.05435425510941	212	200	188	122	191	153
ENSG00000155636	RBM45	0.039344104	0.749549252	3.75897005586133	289	263	273	249	338	307
ENSG00000155657	TTN	-0.00074804	0.997957788	5.55107976074881	1046	952	910	594	1273	1360
ENSG00000155660	PDIA4	1.225220506	0.000468945	9.06652386318402	7738	7135	6813	19449	17713	16128
ENSG00000155666	KDM8	-0.332755108	0.138555382	1.84882945978896	93	84	73	50	78	83
ENSG00000155729	KCTD18	0.478912892	0.029490967	4.07065246943596	328	272	277	467	409	416
ENSG00000155744	FAM126B	-0.28462956	0.203707473	3.9624722769986	384	330	355	201	374	370
ENSG00000155749	ALS2CR12	1.29392915	0.003957969	0.458836418567486	19	17	17	35	61	45
ENSG00000155754	C2CD6	1.642320529	0.023604156	-0.842243391093382	4	7	8	11	25	31
ENSG00000155755	TMEM237	-0.630545384	0.000477241	6.28454891573531	2109	1948	1933	1212	1508	1358
ENSG00000155760	FZD7	1.479598286	0.000127086	5.86892406207021	746	762	655	2134	2287	1924
ENSG00000155792	DEPTOR	1.511872173	0.043009637	0.212523670122136	15	16	10	71	43	25
ENSG00000155816	FMN2	0.691872486	0.004332345	4.83065549655412	461	503	423	572	950	872
ENSG00000155827	RNF20	-0.171459626	0.108948683	6.7409833160531	2431	2319	2259	1760	2454	2393
ENSG00000155846	PPARGC1B	-0.179472278	0.652500723	1.79079973099212	80	77	72	37	119	74
ENSG00000155849	ELMO1	-2.877105479	0.000138944	4.40698317188297	1243	1220	1127	92	238	212
ENSG00000155850	SLC26A2	0.091103712	0.39033234	5.52652207783773	1003	864	896	843	1155	1113
ENSG00000155858	LSM11	-0.963476054	0.005992205	3.73481996668536	382	397	378	127	288	231
ENSG00000155868	MED7	0.046142306	0.696884714	3.96296263113803	320	331	295	325	359	344
ENSG00000155876	RRAGA	0.443495261	0.004712248	6.48172510212496	1717	1546	1475	2215	2287	2257
ENSG00000155886	SLC24A2	3.080509665	0.00258423	-0.453313410392659	3	5	7	26	52	66
ENSG00000155893	PXYLP1	0.431676775	0.002655591	5.28438888944955	726	669	677	862	1071	1012
ENSG00000155897	ADCY8	-3.81194009	0.000445003	-1.45220133135786	36	28	21	1	2	2
ENSG00000155903	RASA2	0.075273169	0.65016814	4.64366736767605	492	529	486	413	608	672
ENSG00000155906	RMND1	0.226251672	0.031250237	5.04932490363361	706	622	567	693	842	795
ENSG00000155926	SLA	-2.832310515	0.002439545	-1.49796893194325	19	17	21	3	4	1
ENSG00000155957	TMBIM4	0.43812004	0.073894362	3.12643470800386	162	179	124	210	194	262
ENSG00000155959	VBP1	-0.570980878	0.002968905	5.88641250623015	1547	1388	1521	880	1097	1193
ENSG00000155961	RAB39B	-0.150933105	0.272955078	4.59269679702406	602	498	478	385	548	571
ENSG00000155962	CLIC2	1.092412079	0.040649875	0.212744062844534	14	20	14	42	47	24
ENSG00000155970	MICU3	-0.03514269	0.775810385	3.59928007099504	272	260	226	221	270	289
ENSG00000155974	GRIP1	3.584023113	0.001348671	0.938634096586177	15	8	11	81	174	202
ENSG00000155975	VPS37A	0.14429659	0.196640583	5.0541357625168	712	645	595	735	769	763
ENSG00000155980	KIF5A	0.062675709	0.689558906	6.3115226272504	1779	1701	1351	1293	2029	2056
ENSG00000156011	PSD3	1.395075784	0.001245035	7.13928647238226	1969	1756	1654	5977	5181	3896
ENSG00000156017	CARNMT1	-0.362699115	0.063317383	2.76197672904959	152	155	168	114	150	124
ENSG00000156026	MCU	0.057086857	0.662286351	4.00834489047557	344	346	287	295	432	348
ENSG00000156030	ELMSAN1	-0.739100007	0.000819473	5.46485384931515	1235	1281	1022	644	883	708
ENSG00000156042	CFAP70	3.242205176	0.001143369	0.388913194189355	10	9	6	115	79	74
ENSG00000156050	FAM161B	0.623365799	0.004318179	2.99139208101294	125	141	129	189	227	224
ENSG00000156052	GNAQ	-0.179160315	0.071269184	7.32319080306509	3669	3379	3474	2820	3544	3445
ENSG00000156103	MMP16	0.257254195	0.108861603	6.27943252940058	1477	1347	1572	1436	2103	2043
ENSG00000156110	ADK	0.040227958	0.690444854	4.68723366366795	566	504	500	483	603	616
ENSG00000156113	KCNMA1	0.861752387	0.042926392	1.7009382790331	43	53	54	55	121	121
ENSG00000156136	DCK	-0.483727334	0.016814884	5.17690639264266	970	824	857	485	739	800
ENSG00000156140	ADAMTS3	-0.648492704	0.010162935	4.78302909051589	837	681	616	535	451	450
ENSG00000156162	DPY19L4	0.193573933	0.072006361	5.982447028647	1342	1129	1187	1284	1559	1558
ENSG00000156170	NDUFAF6	-0.436282986	0.01621254	4.39520018207474	554	497	458	408	382	386
ENSG00000156171	DRAM2	-0.115719455	0.268182939	4.61658146970591	555	520	500	475	521	534
ENSG00000156172	C8orf37	0.614133154	0.008126691	2.61903187667075	114	103	90	127	186	185
ENSG00000156219	ART3	2.874353325	0.129542238	-1.78835421045536	5	0	3	74	8	8
ENSG00000156232	WHAMM	-0.204106188	0.132192412	2.97097312378006	184	180	155	142	170	162
ENSG00000156239	N6AMT1	-0.092541838	0.414467302	4.79828509504266	638	587	548	558	575	617
ENSG00000156253	RWDD2B	-0.417633911	0.02383939	4.80825311634421	718	644	633	560	523	494
ENSG00000156256	USP16	-0.486476075	0.018501199	5.51999294759025	1215	1036	1114	607	963	999
ENSG00000156261	CCT8	-0.431956135	0.007578198	7.59869451644283	5050	4312	4562	2874	4078	4006
ENSG00000156273	BACH1	1.014439874	0.000306234	4.95140312465564	490	433	421	932	1023	902
ENSG00000156298	TSPAN7	1.315708131	0.000539583	3.37998293192233	141	131	134	317	334	421
ENSG00000156299	TIAM1	-0.759066903	0.011402192	4.79536129772023	796	758	690	289	572	583
ENSG00000156304	SCAF4	-0.093136844	0.415185421	6.22945888413022	1657	1645	1488	1223	1850	1708
ENSG00000156313	RPGR	0.025170779	0.878346258	3.96157190236648	341	350	269	256	385	394
ENSG00000156345	CDK20	-0.299675944	0.064878441	4.09772582121015	438	401	335	343	348	313
ENSG00000156374	PCGF6	-0.913781281	0.000802807	3.3972776887671	288	306	299	143	180	175
ENSG00000156381	ANKRD9	0.488980981	0.00511165	5.71140894549224	1024	915	801	1303	1500	1238
ENSG00000156384	SFR1	-0.262962671	0.132365073	2.65814257026948	148	146	133	96	136	145
ENSG00000156395	SORCS3	3.562632916	0.012687033	-1.89401503508832	3	0	2	8	28	31
ENSG00000156398	SFXN2	-1.20213136	0.00018487	3.78612917344354	459	425	409	163	205	225
ENSG00000156411	ATP5MPL	-0.223693817	0.08800914	5.94614466677767	1529	1214	1386	1124	1331	1253
ENSG00000156453	PCDH1	-1.368130732	0.000349402	4.97612188128195	1187	1082	877	335	417	541
ENSG00000156466	GDF6	2.233101617	0.016750193	-1.99792114317762	1	3	2	18	10	8
ENSG00000156467	UQCRB	0.054570742	0.667100849	6.82812587261583	2522	2173	2201	2524	2608	2382
ENSG00000156469	MTERF3	0.082734406	0.543318394	3.6873724025323	272	251	251	228	344	296
ENSG00000156471	PTDSS1	-0.283763215	0.042466945	6.05264937700255	1666	1482	1381	1313	1373	1222
ENSG00000156475	PPP2R2B	2.549801402	0.031163446	0.350460511582139	13	10	8	135	73	31
ENSG00000156482	RPL30	-0.188184355	0.086234612	8.72645362427014	10151	8978	8833	8256	8840	8647
ENSG00000156486	KCNS2	-0.686294908	0.290541669	-1.5625875175987	14	10	4	3	6	8
ENSG00000156500	FAM122C	0.23152167	0.17726112	2.77898904382285	147	128	115	162	168	153
ENSG00000156502	SUPV3L1	-0.412391543	0.008791967	4.61379553578632	679	548	526	390	488	506
ENSG00000156504	FAM122B	-0.539490764	0.001697682	5.81312616454514	1528	1358	1309	815	1185	1057
ENSG00000156508	EEF1A1	-0.183958315	0.116148111	10.837136147016	41845	38807	39770	35642	39139	36609
ENSG00000156509	FBXO43	2.776662529	0.002271242	-2.14430265827938	1	1	2	13	11	13
ENSG00000156515	HK1	-0.704562692	0.000594368	7.81612554002317	6408	6184	5232	3070	4439	4078
ENSG00000156521	TYSND1	-0.150787733	0.189194961	4.43643281256874	496	490	422	429	458	447
ENSG00000156531	PHF6	-0.301623764	0.051922899	6.34771057806318	1997	1684	1916	1245	1826	1750
ENSG00000156535	CD109	5.683740807	0.000141845	-2.51800286008222	0	0	0	25	26	29
ENSG00000156564	LRFN2	-2.438300739	0.000374559	2.23550714462083	245	257	186	25	64	49
ENSG00000156574	NODAL	-0.0620713	0.879693046	0.232919190602083	30	28	17	15	28	34
ENSG00000156587	UBE2L6	0.504930599	0.007817172	6.0989818180974	1316	1244	1010	1803	1872	1632
ENSG00000156599	ZDHHC5	0.154103506	0.151688833	6.73202135151994	2223	2202	1819	2324	2464	2487
ENSG00000156603	MED19	0.248599543	0.030937335	4.50324921905931	469	420	396	493	575	538
ENSG00000156639	ZFAND3	0.46482802	0.001240592	6.80182821750426	2121	1970	1784	2614	2996	2904
ENSG00000156642	NPTN	0.438337344	0.026372962	4.92788089167689	541	570	501	823	760	721
ENSG00000156650	KAT6B	0.898085437	0.002024238	6.17557855420157	1077	1079	1114	1529	2515	2516
ENSG00000156671	SAMD8	0.938064913	0.000206018	5.79194691519114	866	800	805	1573	1757	1647
ENSG00000156675	RAB11FIP1	0.37963356	0.010602859	4.58655630751685	466	439	398	479	705	612
ENSG00000156687	UNC5D	-3.448752294	0.000461116	1.52061096367914	192	210	193	7	31	26
ENSG00000156689	GLYATL2	-0.95105342	0.040071158	0.212930566236786	32	36	31	12	31	14
